PLANT_NAME,PLANT_DESIGN_CAPACITY_MWE,PLANT_COUNTRY,PLANT_STATE,TYPE,PLANT_OVERALL_RATING,PLANT_LATITUDE,PLANT_LONGITUDE,geopoint,PLANT_TYPE_OF_PLANT,PLANT_USED_FOR,PLANT_LOCATION,TOPIC
Rollins Hydro Power Plant CA USA,12.1,United States of America,California,HYDRO,Environmentally Responsible,39.3013,-120.7467,"39.3013, -120.7467",,,,POWERPLANTS
Salt Springs Hydro Power Plant CA USA,42,United States of America,California,HYDRO,Environmentally Responsible,38.4423,-120.6433,"38.4423, -120.6433",,,,POWERPLANTS
San Gabriel Hydro Project Hydro Power Plant CA USA,5,United States of America,California,HYDRO,Environmentally Responsible,34.3209,-118.2212,"34.3209, -118.2212",,,,POWERPLANTS
Santa Felicia Dam Hydro Power Plant CA USA,1.3,United States of America,California,HYDRO,Environmentally Responsible,34.4555,-119.0796,"34.4555, -119.0796",,,,POWERPLANTS
Sepulveda Canyon Hydro Power Plant CA USA,8.5,United States of America,California,HYDRO,Environmentally Responsible,34.3209,-118.2212,"34.3209, -118.2212",,,,POWERPLANTS
Spaulding 2 Hydro Power Plant CA USA,3.7,United States of America,California,HYDRO,Environmentally Responsible,39.3013,-120.7467,"39.3013, -120.7467",,,,POWERPLANTS
Spaulding 3 Hydro Power Plant CA USA,6.6,United States of America,California,HYDRO,Environmentally Responsible,39.3013,-120.7467,"39.3013, -120.7467",,,,POWERPLANTS
Three Forks Water Power Project Hydro Power Plant CA USA,1.3,United States of America,California,HYDRO,Environmentally Responsible,40.6472,-123.1022,"40.6472, -123.1022",,,,POWERPLANTS
Toadtown Hydro Power Plant CA USA,1.8,United States of America,California,HYDRO,Environmentally Responsible,39.6618,-121.5917,"39.6618, -121.5917",,,,POWERPLANTS
Harbor Gas Plant CA USA,509,United States of America,California,GAS,Environmentally Responsible,33.7675,-118.2653,"33.7675, -118.2653",,,,POWERPLANTS
Henrietta Peaker Gas Plant CA USA,98,United States of America,California,GAS,Environmentally Responsible,36.2397,-119.9044,"36.2397, -119.9044",,,,POWERPLANTS
Inland Ontario Mill Gas Plant CA USA,34,United States of America,California,GAS,Environmentally Responsible,34.8428,-116.1729,"34.8428, -116.1729",,,,POWERPLANTS
Kearny Gas Plant CA USA,149,United States of America,California,GAS,Environmentally Responsible,33.0362,-116.7356,"33.0362, -116.7356",,,,POWERPLANTS
Lake Gas Plant CA USA,70,United States of America,California,GAS,Environmentally Responsible,34.1775,-118.3147,"34.1775, -118.3147",,,,POWERPLANTS
Larkspur Energy Facility Gas Plant CA USA,99.8,United States of America,California,GAS,Environmentally Responsible,32.5672,-116.9444,"32.5672, -116.9444",,,,POWERPLANTS
Live Oak Cogen Gas Plant CA USA,46,United States of America,California,GAS,Environmentally Responsible,35.3444,-118.7289,"35.3444, -118.7289",,,,POWERPLANTS
Long Beach Generation LLC Gas Plant CA USA,587.4,United States of America,California,GAS,Environmentally Responsible,34.3209,-118.2212,"34.3209, -118.2212",,,,POWERPLANTS
Lost Hills Cogeneration Plant Gas Plant CA USA,10.5,United States of America,California,GAS,Environmentally Responsible,35.3444,-118.7289,"35.3444, -118.7289",,,,POWERPLANTS
Morro Bay Power Plant Gas Plant CA USA,1056.2,United States of America,California,GAS,Environmentally Responsible,35.3747,-120.8578,"35.3747, -120.8578",,,,POWERPLANTS
Naval Hospital Medical Center Gas Plant CA USA,7,United States of America,California,GAS,Environmentally Responsible,33.0362,-116.7356,"33.0362, -116.7356",,,,POWERPLANTS
Paper Pak Products Gas Plant CA USA,1.4,United States of America,California,GAS,Environmentally Responsible,34.3209,-118.2212,"34.3209, -118.2212",,,,POWERPLANTS
PE Berkeley Gas Plant CA USA,28.5,United States of America,California,GAS,Environmentally Responsible,37.6427,-121.8743,"37.6427, -121.8743",,,,POWERPLANTS
Pittsburg Power Plant Gas Plant CA USA,74,United States of America,California,GAS,Environmentally Responsible,37.9132,-121.9203,"37.9132, -121.9203",,,,POWERPLANTS
Richard J Donovan Correctional Facility Gas Plant CA USA,2.6,United States of America,California,GAS,Environmentally Responsible,33.0362,-116.7356,"33.0362, -116.7356",,,,POWERPLANTS
Rincon Facility Gas Plant CA USA,3,United States of America,California,GAS,Environmentally Responsible,34.4555,-119.0796,"34.4555, -119.0796",,,,POWERPLANTS
Rockwood Gas Plant CA USA,49.8,United States of America,California,GAS,Environmentally Responsible,33.0381,-115.3678,"33.0381, -115.3678",,,,POWERPLANTS
San Antonio Community Hospital Gas Plant CA USA,2.7,United States of America,California,GAS,Environmentally Responsible,34.8428,-116.1729,"34.8428, -116.1729",,,,POWERPLANTS
Santa Maria Cogen Plant Gas Plant CA USA,9,United States of America,California,GAS,Environmentally Responsible,34.6688,-120.0125,"34.6688, -120.0125",,,,POWERPLANTS
SEGS I Gas Plant CA USA,13.8,United States of America,California,GAS,Environmentally Responsible,34.8461,-116.8538,"34.8461, -116.8538",,,,POWERPLANTS
SEGS III Gas Plant CA USA,30,United States of America,California,GAS,Environmentally Responsible,35.0091,-117.5589,"35.0091, -117.5589",,,,POWERPLANTS
SEGS IX Gas Plant CA USA,108.2,United States of America,California,GAS,Environmentally Responsible,35.0457,-117.3299,"35.0457, -117.3299",,,,POWERPLANTS
South Bay Power Plant Gas Plant CA USA,728.9,United States of America,California,GAS,Environmentally Responsible,32.6567,-117.1217,"32.6567, -117.1217",,,,POWERPLANTS
Sunnyside Cogen Partners Gas Plant CA USA,6.5,United States of America,California,GAS,Environmentally Responsible,36.2158,-121.227,"36.2158, -121.227",,,,POWERPLANTS
Sycamore Cogeneration Gas Plant CA USA,300,United States of America,California,GAS,Environmentally Responsible,35.3444,-118.7289,"35.3444, -118.7289",,,,POWERPLANTS
Union Tribune Publishing Gas Plant CA USA,3,United States of America,California,GAS,Environmentally Responsible,33.0362,-116.7356,"33.0362, -116.7356",,,,POWERPLANTS
Welport Lease Project Gas Plant CA USA,5,United States of America,California,GAS,Environmentally Responsible,35.3444,-118.7289,"35.3444, -118.7289",,,,POWERPLANTS
Wheelabrator Lassen Gas Plant CA USA,38.8,United States of America,California,GAS,Environmentally Responsible,40.7587,-122.0344,"40.7587, -122.0344",,,,POWERPLANTS
Yuba City Energy Center Gas Plant CA USA,47.3,United States of America,California,GAS,Environmentally Responsible,39.0343,-121.6873,"39.0343, -121.6873",,,,POWERPLANTS
Alamosa Gas Plant CO USA,33,United States of America,Colorado,GAS,Environmentally Responsible,37.5629,-105.7872,"37.5629, -105.7872",,,,POWERPLANTS
Fort St Vrain Gas Plant CO USA,742.6,United States of America,Colorado,GAS,Environmentally Responsible,40.2461,-104.8742,"40.2461, -104.8742",,,,POWERPLANTS
Frank Knutson Gas Plant CO USA,154.2,United States of America,Colorado,GAS,Environmentally Responsible,39.9414,-104.6785,"39.9414, -104.6785",,,,POWERPLANTS
Thermo Greeley Gas Plant CO USA,37,United States of America,Colorado,GAS,Environmentally Responsible,40.4431,-104.6864,"40.4431, -104.6864",,,,POWERPLANTS
Valmont Combustion Turbine Project Gas Plant CO USA,142.2,United States of America,Colorado,GAS,Environmentally Responsible,40.0694,-105.2022,"40.0694, -105.2022",,,,POWERPLANTS
PPL Wallingford Energy LLC Gas Plant CT USA,250,United States of America,Connecticut,GAS,Environmentally Responsible,41.4486,-72.8358,"41.4486, -72.8358",,,,POWERPLANTS
Baptist Medical Center Gas CHP Plant FL USA,13.1,United States of America,Florida,GAS,Environmentally Responsible,30.3299,-81.6753,"30.3299, -81.6753",,,"Duval County, FL, USA",POWERPLANTS
Cane Island Gas Plant FL USA,412,United States of America,Florida,GAS,Environmentally Responsible,28.2778,-81.5169,"28.2778, -81.5169",,,,POWERPLANTS
Curtis H Stanton Energy Center Gas Plant FL USA,688.3,United States of America,Florida,GAS,Environmentally Responsible,28.4881,-81.1675,"28.4881, -81.1675",,,,POWERPLANTS
Cutler Gas Plant FL USA,236.5,United States of America,Florida,GAS,Environmentally Responsible,25.6278,-80.2944,"25.6278, -80.2944",,,,POWERPLANTS
H.  L.  Culbreath Bayside Gas Plant FL USA,2014.4,United States of America,Florida,GAS,Environmentally Responsible,27.9083,-82.4194,"27.9083, -82.4194",,,,POWERPLANTS
J D Kennedy Gas Plant FL USA,353.6,United States of America,Florida,GAS,Environmentally Responsible,30.3644,-81.6236,"30.3644, -81.6236",,,,POWERPLANTS
Lake Cogen Ltd Gas Plant FL USA,157.7,United States of America,Florida,GAS,Environmentally Responsible,28.7634,-81.7061,"28.7634, -81.7061",,,,POWERPLANTS
Oleander Power Project LP Gas Plant FL USA,795.6,United States of America,Florida,GAS,Environmentally Responsible,28.3431,-80.7786,"28.3431, -80.7786",,,,POWERPLANTS
Orlando Cogen LP Gas Plant FL USA,122.4,United States of America,Florida,GAS,Environmentally Responsible,28.4428,-81.4128,"28.4428, -81.4128",Combined Cycle Gas Turbine,Cogeneration,"Orange County, FL, USA",POWERPLANTS
Partnership Station Gas Plant FL USA,5.8,United States of America,Florida,GAS,Environmentally Responsible,27.929,-82.3071,"27.929, -82.3071",,,,POWERPLANTS
Pasco Cogen Ltd Gas Plant FL USA,126.5,United States of America,Florida,GAS,Environmentally Responsible,28.3081,-82.391,"28.3081, -82.391",,,,POWERPLANTS
Pea Ridge Gas Plant FL USA,14.1,United States of America,Florida,GAS,Environmentally Responsible,30.7357,-87.0134,"30.7357, -87.0134",,,,POWERPLANTS
Shady Hills Generating Station Gas Plant FL USA,546,United States of America,Florida,GAS,Environmentally Responsible,28.3092,-82.3913,"28.3092, -82.3913",,,,POWERPLANTS
Stone Container Seminole Mill Gas Plant FL USA,30,United States of America,Florida,GAS,Environmentally Responsible,30.425,-81.6056,"30.425, -81.6056",,,,POWERPLANTS
Vandolah Power Station Gas Plant FL USA,728,United States of America,Florida,GAS,Environmentally Responsible,27.5242,-81.9236,"27.5242, -81.9236",,,,POWERPLANTS
Dahlberg Gas Plant GA USA,919,United States of America,Georgia,GAS,Environmentally Responsible,34.0386,-83.3972,"34.0386, -83.3972",,,,POWERPLANTS
Effingham County Power Project Gas Plant GA USA,594.3,United States of America,Georgia,GAS,Environmentally Responsible,32.2792,-81.2842,"32.2792, -81.2842",,,,POWERPLANTS
Heard County Power LLC Gas Plant GA USA,495,United States of America,Georgia,GAS,Environmentally Responsible,33.2775,-85.0981,"33.2775, -85.0981",,,,POWERPLANTS
Talbot County Energy Gas Plant GA USA,726,United States of America,Georgia,GAS,Environmentally Responsible,32.5892,-84.6917,"32.5892, -84.6917",,,,POWERPLANTS
Walton County Power LLC Gas Plant GA USA,612,United States of America,Georgia,GAS,Environmentally Responsible,33.8,-83.715,"33.8, -83.715",,,,POWERPLANTS
Wansley Combined Cycle Gas Plant GA USA,1239,United States of America,Georgia,GAS,Environmentally Responsible,33.2965,-85.1231,"33.2965, -85.1231",,,,POWERPLANTS
Bunge Oil Gas CHP Plant IL USA,3.5,United States of America,Illinois,GAS,Environmentally Responsible,41.1411,-87.865,"41.1411, -87.865",,,"Kankakee County, IL, USA",POWERPLANTS
Crete Energy Park Gas Plant IL USA,356,United States of America,Illinois,GAS,Environmentally Responsible,41.4269,-87.5978,"41.4269, -87.5978",,,,POWERPLANTS
Fox Metro Water Reclamation District Gas Plant IL USA,2.2,United States of America,Illinois,GAS,Environmentally Responsible,41.5916,-88.4363,"41.5916, -88.4363",,,,POWERPLANTS
Gibson City Gas Plant IL USA,270,United States of America,Illinois,GAS,Environmentally Responsible,40.4344,-88.3861,"40.4344, -88.3861",,,,POWERPLANTS
Grand Tower Gas Plant IL USA,647.3,United States of America,Illinois,GAS,Environmentally Responsible,37.6578,-89.5119,"37.6578, -89.5119",,,,POWERPLANTS
Kendall County Generation Facility Gas Plant IL USA,1256,United States of America,Illinois,GAS,Environmentally Responsible,41.4797,-88.2581,"41.4797, -88.2581",,,,POWERPLANTS
Lombard Gas Plant IL USA,132.6,United States of America,Illinois,GAS,Environmentally Responsible,41.8555,-88.0921,"41.8555, -88.0921",,,,POWERPLANTS
Moline Gas Plant IL USA,75.6,United States of America,Illinois,GAS,Environmentally Responsible,41.7278,-90.3067,"41.7278, -90.3067",,,,POWERPLANTS
Pekin Paperboard Gas Plant IL USA,1.5,United States of America,Illinois,GAS,Environmentally Responsible,40.5096,-89.5186,"40.5096, -89.5186",,,,POWERPLANTS
PPL University Park Power Project Gas Plant IL USA,540,United States of America,Illinois,GAS,Environmentally Responsible,41.4451,-87.9787,"41.4451, -87.9787",,,,POWERPLANTS
Rocky Road Power LLC Gas Plant IL USA,418.9,United States of America,Illinois,GAS,Environmentally Responsible,42.0931,-88.2397,"42.0931, -88.2397",,,,POWERPLANTS
South Main Street Gas Plant IL USA,16.5,United States of America,Illinois,GAS,Environmentally Responsible,42.05,-89.32,"42.05, -89.32",,,,POWERPLANTS
Southeast Chicago Energy Project Gas Plant IL USA,407.2,United States of America,Illinois,GAS,Environmentally Responsible,41.7208,-87.5475,"41.7208, -87.5475",,,,POWERPLANTS
Trigen Peoples District Energy Gas Plant IL USA,3.3,United States of America,Illinois,GAS,Environmentally Responsible,41.8431,-87.822,"41.8431, -87.822",,,,POWERPLANTS
PSEG Lawrenceburg Energy Facility Gas Plant IN USA,1232,United States of America,Indiana,GAS,Environmentally Responsible,39.1452,-84.9733,"39.1452, -84.9733",,,,POWERPLANTS
Richmond Gas Plant IN USA,77.4,United States of America,Indiana,GAS,Environmentally Responsible,39.8644,-85.0099,"39.8644, -85.0099",,,,POWERPLANTS
Whiting Clean Energy Gas Plant IN USA,639,United States of America,Indiana,GAS,Environmentally Responsible,41.6739,-87.4778,"41.6739, -87.4778",,,,POWERPLANTS
Agency GT Gas Plant IA USA,70,United States of America,Iowa,GAS,Environmentally Responsible,40.923,-91.1873,"40.923, -91.1873",,,,POWERPLANTS
Emery Station Gas Plant IA USA,586.6,United States of America,Iowa,GAS,Environmentally Responsible,43.0816,-93.2608,"43.0816, -93.2608",,,,POWERPLANTS
Greater Des Moines Gas Plant IA USA,576.3,United States of America,Iowa,GAS,Environmentally Responsible,41.5839,-93.5197,"41.5839, -93.5197",,,,POWERPLANTS
Iowa Methodist Medical Center Gas Plant IA USA,3.5,United States of America,Iowa,GAS,Environmentally Responsible,41.6843,-93.5779,"41.6843, -93.5779",,,,POWERPLANTS
Pleasant Hill Gas Plant IA USA,179.8,United States of America,Iowa,GAS,Environmentally Responsible,41.5572,-93.5242,"41.5572, -93.5242",,,,POWERPLANTS
Preston Gas Plant IA USA,3.2,United States of America,Iowa,GAS,Environmentally Responsible,42.1737,-90.5735,"42.1737, -90.5735",,,,POWERPLANTS
Red Cedar Gas Plant IA USA,22.5,United States of America,Iowa,GAS,Environmentally Responsible,42.075,-91.6023,"42.075, -91.6023",,,,POWERPLANTS
Sibley No Two Gas Plant IA USA,1.1,United States of America,Iowa,GAS,Environmentally Responsible,43.3779,-95.6318,"43.3779, -95.6318",,,,POWERPLANTS
Stuart Gas Plant IA USA,2.8,United States of America,Iowa,GAS,Environmentally Responsible,41.6828,-94.5105,"41.6828, -94.5105",,,,POWERPLANTS
Attica Gas Plant KS USA,9.5,United States of America,Kansas,GAS,Environmentally Responsible,37.1903,-98.0729,"37.1903, -98.0729",,,,POWERPLANTS
City of Minneapolis Gas Plant KS USA,10.2,United States of America,Kansas,GAS,Environmentally Responsible,39.1311,-97.6417,"39.1311, -97.6417",,,,POWERPLANTS
Clifton Gas Plant KS USA,87.5,United States of America,Kansas,GAS,Environmentally Responsible,39.7798,-97.081,"39.7798, -97.081",,,,POWERPLANTS
Colby Gas Plant KS USA,16,United States of America,Kansas,GAS,Environmentally Responsible,39.4061,-101.1267,"39.4061, -101.1267",,,,POWERPLANTS
Fredonia Gas Plant KS USA,5.1,United States of America,Kansas,GAS,Environmentally Responsible,37.5561,-95.7414,"37.5561, -95.7414",,,,POWERPLANTS
Girard Gas Plant KS USA,10.8,United States of America,Kansas,GAS,Environmentally Responsible,37.5065,-94.853,"37.5065, -94.853",,,,POWERPLANTS
Hoisington Gas Plant KS USA,14.2,United States of America,Kansas,GAS,Environmentally Responsible,38.4789,-98.756,"38.4789, -98.756",,,,POWERPLANTS
Hugoton 2 Gas Plant KS USA,19.2,United States of America,Kansas,GAS,Environmentally Responsible,37.1919,-101.31,"37.1919, -101.31",,,,POWERPLANTS
Judson Large Gas Plant KS USA,149,United States of America,Kansas,GAS,Environmentally Responsible,37.7347,-99.9492,"37.7347, -99.9492",,,,POWERPLANTS
Kansas State Univ Main Campus Gas Plant KS USA,4,United States of America,Kansas,GAS,Environmentally Responsible,39.2918,-96.7284,"39.2918, -96.7284",,,,POWERPLANTS
Murray Gill Gas Plant KS USA,349,United States of America,Kansas,GAS,Environmentally Responsible,37.5956,-97.4131,"37.5956, -97.4131",,,,POWERPLANTS
Neosho Gas Plant KS USA,69,United States of America,Kansas,GAS,Environmentally Responsible,37.3447,-95.2081,"37.3447, -95.2081",,,,POWERPLANTS
Pratt Gas Plant KS USA,23.5,United States of America,Kansas,GAS,Environmentally Responsible,37.6842,-98.7947,"37.6842, -98.7947",,,,POWERPLANTS
Sharon Spring Gas Plant KS USA,3,United States of America,Kansas,GAS,Environmentally Responsible,38.9106,-101.7617,"38.9106, -101.7617",,,,POWERPLANTS
Bluegrass Generation LLC Gas Plant KY USA,624,United States of America,Kentucky,GAS,Environmentally Responsible,38.3869,-85.4272,"38.3869, -85.4272",,,,POWERPLANTS
Calvert City Gas CHP Plant KY USA,26.7,United States of America,Kentucky,GAS,Environmentally Responsible,37.0467,-88.3506,"37.0467, -88.3506",,,"Marshall County, KY, USA",POWERPLANTS
Zorn Gas Plant KY USA,18,United States of America,Kentucky,GAS,Environmentally Responsible,38.19,-85.6672,"38.19, -85.6672",,,,POWERPLANTS
A B Paterson Gas Plant LA USA,148.9,United States of America,Louisiana,GAS,Environmentally Responsible,30.0158,-90.0258,"30.0158, -90.0258",,,,POWERPLANTS
Acadia Energy Center Gas Plant LA USA,1376,United States of America,Louisiana,GAS,Environmentally Responsible,30.2906,-92.412,"30.2906, -92.412",,,,POWERPLANTS
Domino Sugar Arabi Plant Gas CHP Plant LA USA,14,United States of America,Louisiana,GAS,Environmentally Responsible,29.9434,-89.9999,"29.9434, -89.9999",,,"St Bernard County, LA, USA",POWERPLANTS
Dow St Charles Operations Gas CHP Plant LA USA,343.2,United States of America,Louisiana,GAS,Environmentally Responsible,29.8869,-90.3488,"29.8869, -90.3488",,,"St Charles County, LA, USA",POWERPLANTS
Georgia Gulf Plaquemine Gas Plant LA USA,306,United States of America,Louisiana,GAS,Environmentally Responsible,30.2649,-91.3437,"30.2649, -91.3437",,,,POWERPLANTS
Morgan City Gas Plant LA USA,70.3,United States of America,Louisiana,GAS,Environmentally Responsible,29.6903,-91.1864,"29.6903, -91.1864",,,,POWERPLANTS
Neptune Gas Processing Plant Gas Plant LA USA,4.5,United States of America,Louisiana,GAS,Environmentally Responsible,29.7281,-91.4389,"29.7281, -91.4389",,,,POWERPLANTS
PCS Nitrogen Fertilizer LP Gas Plant LA USA,26,United States of America,Louisiana,GAS,Environmentally Responsible,30.2649,-91.3437,"30.2649, -91.3437",,,,POWERPLANTS
